label,label_hint,hint_reason,similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
0,-1,manual_review,0.8315,3.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 95.5¢,KXNFLDRAFT1-26-CTAT,Who will be picked First in the Pro Football Draft? — Carnell Tate,1.0,,0x57313d3240e68ce29361583b9ab66d8272d90dc522e27ace1448471152a242f3,Will Carnell Tate be the second pick in the 2026 NFL draft?,4.5,95.5
0,-1,manual_review,0.857,0.9,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.1¢,KXMARMADROUND-26T2-NEB,Will Nebraska qualify for the Men's March Madness Championship Game? — Nebraska,4.0,98.0,0x86bf2991a79351b6dd39c2c8d7c9fb1a9223f4a8a3efd53f971003c8ca07a625,Will Nebraska be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,1.1,98.9
0,-1,manual_review,0.8496,0.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.8¢,KXMARMAD-26-TEX,Will Texas win the College Basketball National Championship? — Texas,1.0,,0xcb9e4ec3c82dde28a5c479cdd9a2bd9432d7f3d3150ba77a63aaa3fed98aefab,Will Texas Tech win the 2026 NCAA Tournament?,1.25,98.75
0,-1,manual_review,0.8363,0.35,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.7¢,KXVPRESNOMR-28-EM,Will Elon Musk be the nominee for the Vice Presidency for the Republican party? — Elon Musk,1.0,,0xfbb80ea5f8fc02ee7df8bd4f58790e1d04b874078a49a7b7028a74a2075100c9,Will Elon Musk win the 2028 Republican presidential nomination?,1.35,98.65
0,-1,manual_review,0.8319,1.2,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.8¢,KXLALIGA-26-OSA,Will Osasuna win the La Liga? — Osasuna,1.0,,0xfe239a1e3ea08839af257fe778718cc0ae3552fe0b5e9031695b0250f95db008,Will Osasuna be relegated from La Liga after the 2025–26 season?,2.1999999999999997,97.8
1,-1,manual_review,0.874,0.95,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 85.0¢,KXARCTICICEMAX-26APR01-T14.6,"Will the extent of the arctic sea ice be above 14.6 million square km between December 18, 2025 and April 01, 2026? — Above 14.6 million sq km",14.0,95.0,0xc78b297583d230d0e5d32c37528160c927de662fcb50ce37348d6716f9baa022,Will the maximum Arctic sea ice extent this winter be between 14.4m & 14.6m square kilometers?,14.95,85.05
0,-1,manual_review,0.8453,0.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.8¢,KXVPRESNOMR-28-MG,Will Matt Gaetz be the nominee for the Vice Presidency for the Republican party? — Matt Gaetz,1.0,,0xf2cea45ec282af4f302d2ab85ede73678cd692ebf8c3ab6d52bfa5e19f44c553,Will Matt Gaetz win the 2028 Republican presidential nomination?,1.25,98.75
1,-1,manual_review,0.9172,2.05,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.0¢,KXIPOBREX-26AUG01,"When will Brex IPO? — Before Aug 1, 2026",6.0,,0x62ef6cd583a7301458da4823519fb5b2dc7d236eaa052cccafbec7326a48a02d,Brex IPO before 2027?,8.05,91.95
1,-1,manual_review,0.9173,2.05,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.0¢,KXIPOBREX-26JUN01,"When will Brex IPO? — Before Jun 1, 2026",6.0,,0x62ef6cd583a7301458da4823519fb5b2dc7d236eaa052cccafbec7326a48a02d,Brex IPO before 2027?,8.05,91.95
0,-1,manual_review,0.8594,0.75,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.2¢,KXPREMIERLEAGUE-26-NEW,Will Newcastle win the English Premier League? — Newcastle,1.0,,0x19c97446c3950446f29624c1361c8fc3546d4db76e07d00ca631504d45140312,Will Newcastle win the 2025–26 Champions League?,1.7500000000000002,98.25
0,-1,manual_review,0.8314,2.0,NO on Kalshi @ 46.0¢  +  YES on Polymarket @ 52.0¢,KXLIGUE1GAME-26MAR15RCSPAR-RCS,Strasbourg Alsace vs Paris Winner? — Strasbourg Alsace,57.0,46.0,0x39f5552717a67027ae6ecc45272c5f5e9ba111a14c7817cc9bd664aa3981d1d4,RC Strasbourg Alsace vs. Paris FC: O/U 2.5,52.0,48.0
0,-1,manual_review,0.9051,2.3,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 96.7¢,KXBRPRES-26-MB,Will Michelle Bolsonaro win the 2026 Brazilian presidential election? — Michelle Bolsonaro,1.0,,0x100bfbd547cdb8782f816235d4f7d4301ec473250f4df606e6809605cdb3b5e9,Will Michelle Bolsonaro finish in third place in the first round of the 2026 Brazilian presidential election?,3.3000000000000003,96.7
0,-1,manual_review,0.8795,0.65,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.4¢,KXMARMAD1SEED-26-UNC,Will North Carolina be a 2026 Men's March Madness 1 seed? — North Carolina,1.0,,0x656eb266176be3c092a353f270d2225cc1e71df1adfced6b58539f13de3214ca,Will North Carolina win the 2026 NCAA Tournament?,1.65,98.35
1,-1,manual_review,0.8244,3.5,YES on Kalshi @ 49.0¢  +  NO on Polymarket @ 47.5¢,KXVALORANTMAP-26MAR11EXLTZC-2-EXL,Will LAZER win map 2 in the LAZER vs. Tezcat Gaming match? — LAZER,49.0,61.0,0xaa8571e309dced6a01d3d0acf162f4d2051f2c5eccf2373c437daec574dd134b,Valorant: Tezcat Gaming vs LAZER - Map 2 Winner,52.5,47.5
0,-1,manual_review,0.8363,1.8,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.2¢,KXNBAEAST1SEED-25-MIA,Will Miami be the Pro Basketball Eastern Conference #1 Seed in the playoffs? — Miami,1.0,,0x9e3973197f60e1614567ce57a3e6f8a4805d21f471d67b67a5ed5ecca1b8004b,Will the Miami Heat win the NBA Eastern Conference Finals?,2.8000000000000003,97.2
1,-1,manual_review,0.8992,4.5,NO on Kalshi @ 90.0¢  +  YES on Polymarket @ 5.5¢,KXRUNBYMIDTERM-26NOV03-MGAE,Will Matt Gaetz announce a run for an elected public office in 2026? — Matt Gaetz,12.0,90.0,0xa0d6895aec156f0a19975a0c5c044247d3310e3824e23932b01c5b8100730b77,Will Matt Gaetz announce a presidential run before 2027?,5.5,94.5
0,-1,manual_review,0.8676,0.1,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.9¢,KXMARMADROUND-26T2-ARK,Will Arkansas qualify for the Men's March Madness Championship Game? — Arkansas,7.0,98.0,0x7b1a4868762d8605d883c8655df0f1b9ff9ad09f401a355c9607b1e94e4e0955,Will Arkansas be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,1.9,98.1
0,-1,manual_review,0.8307,1.9,NO on Kalshi @ 92.0¢  +  YES on Polymarket @ 6.1¢,KXWMARMAD-26-TEX,Will Texas win the Women's College Basketball National Championship? — Texas,9.0,92.0,0x95dbc6a3153172f49c0f45316e98edddb95e5fbfed4982f22c964119a5d12d45,Will Texas (Women’s) win the 2025–2026 SEC Regular Season?,6.1,93.9
0,-1,manual_review,0.8656,0.1,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.9¢,KXMARMADROUND-26T2-PUR,Will Purdue qualify for the Men's March Madness Championship Game? — Purdue,6.0,98.0,0x0d91e7f198d5a2638f09f6f3d3bc85b7a6630131498e02e994ad4f183d4c08d6,Will Purdue be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,1.9,98.1
0,-1,manual_review,0.9054,2.7,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 96.3¢,KXSONGRELEASE-27JAN01-DRA,Will Drake release a new song 2026? — Drake,,1.0,0xb17bcd0d25be6ea8882a3ef1d59680441a149cbe9f1bcab63c0b1349fabcb8eb,Will Drake release an album in 2026?,96.3,3.7
1,-1,manual_review,0.8886,4.35,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 90.6¢,KXNFLTRADE-26DEC01-KMUR,"Will Kyler Murray be traded before Dec 1, 2026? — Kyler Murray",5.0,,0xc8eca6329a25c634de96be03461ec6165f59964b53edee376070e93e9d739581,Will Kyler Murray be traded?,9.35,90.65
0,-1,manual_review,0.8526,8.5,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 81.5¢,KXUCL-26-MCI,Will Manchester City win the Champions League Winner? — Manchester City,10.0,91.0,0xfb1835b887c33862f5749c619e612d1244ab6e66115f0ef43d373485dc3a1573,Will Manchester City win the 2025–26 English Premier League?,18.5,81.5
0,-1,manual_review,0.858,2.0,YES on Kalshi @ 56.0¢  +  NO on Polymarket @ 42.0¢,KXEPLGAME-26MAR15MUNAVL-MUN,Manchester United vs Aston Villa Winner? — Manchester United,56.0,46.0,0xfb192ad494426a25cb94cfe95d5a902ec2017724f058f669866069f0aaa6524b,Manchester United FC vs. Aston Villa FC: Both Teams to Score,57.99999999999999,42.0
1,-1,manual_review,0.8822,2.5,NO on Kalshi @ 43.0¢  +  YES on Polymarket @ 54.5¢,KXDOTA2GAME-26MAR09HEROICTS-TS,Will Team Spirit win the Heroic vs. Team Spirit Dota 2 match? — Team Spirit,60.0,43.0,0xd440f47b5597b385dfe429a81283d9a2e420123bd8414895dd36b02c2e1d872c,Dota 2: Team Spirit vs Heroic - Game 1 Winner,54.50000000000001,45.5
1,-1,manual_review,0.874,1.05,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 97.0¢,KXSTATE51-29-VE,"Will any part of Venezuela be the 51st U.S. state before Jan 20, 2029? — Venezuela",2.0,99.0,0x8ded2408388980c032a4e9e3429730747c25a6499e50579abc67a3af5395e174,Will Venezuela become 51st state?,3.05,96.95
0,-1,manual_review,0.8681,16.65,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 1.4¢,KX2028RRUN-28-TGAB,Who will run for the Republican presidential nomination in 2028? — Tulsi Gabbard,22.0,82.0,0x9cd77217b2ab264fe4f6d302f662c0a91f349fe5798f1f98d70bb2311712791b,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,1.35,98.65
0,-1,manual_review,0.8495,3.2,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 92.8¢,KXWCROUND-26FINAL-CIV,Will Ivory Coast qualify for FIFA World Cup Final? — Ivory Coast,4.0,,0xa681d4cd61508a023cd9f194a0435421ad25db02d0db8a4aeb56ea97b1854716,Will Ivory Coast win Group E in the 2026 FIFA World Cup?,7.199999999999999,92.8
0,-1,manual_review,0.8248,0.7,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.3¢,KXNBA-26-LAC,Will the Los Angeles C win the 2026 Pro Basketball Finals? — Los Angeles C,1.0,,0x796e791e7058571e460278814fc7a3183752285338f1400087b98bef3c447908,Will the Los Angeles Lakers win the 2026 NBA Finals?,1.7000000000000002,98.3
1,-1,manual_review,0.8988,2.0,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 92.0¢,KXIPORAMP-26JUN01,"When will Ramp IPO? — Before Jun 1, 2026",6.0,,0x9dd67d7d61b5d2e04f6458d63bd169894ef918dc34e6cdb778707d7e5d47a38f,Ramp IPO before 2027?,8.0,92.0
1,-1,manual_review,0.8662,1.0,NO on Kalshi @ 38.0¢  +  YES on Polymarket @ 61.0¢,KXCS2MAP-26MAR09LGCNAVI-2-NAVI,Will Natus Vincere win map 2 in the Legacy vs. Natus Vincere match? — Natus Vincere,65.0,38.0,0x644f0104118d4f9018494a46434fb780410ff55794faab3bce29f42abecc08c6,Counter-Strike: Natus Vincere vs Legacy - Map 2 Winner,61.0,39.0
1,-1,manual_review,0.8204,1.35,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.7¢,KXNHLPRES-26-UTA,Will the Utah Mammoth win the Pro Hockey President's Trophy? — Utah Mammoth,1.0,,0xfdc1041ba84bfd8f741eee0bdafce8b1887626c83afd017d18ee9b1f77008b9f,Will the Utah Mammoth win the 2026 NHL Stanley Cup?,2.35,97.65
1,-1,manual_review,0.8879,1.0,NO on Kalshi @ 88.0¢  +  YES on Polymarket @ 11.0¢,KXTRUMPAPPROVALYEAR-26DEC31-46,Will Donald Trump's approval rating on approval rating be above 46% during Dec 2025 to Dec 2026 according to VoteHub? — Above 46%,17.0,88.0,0x46d3552e03b57d3dd99685973c0e2df2e1f177c70c3641fe17d539e3a4a23a22,Will Trump's approval rating hit 46% in 2026?,11.0,89.0
0,-1,manual_review,0.8239,4.2,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 93.8¢,KXCOLOMBIAPARLI-26MAR08-LPAR,Will Liberal Party win the 2026 Colombian Chamber of Representatives election? — Liberal Party,2.0,99.0,0x61150daea6d06355bf63f5104ed29e7400977dc035c07944b00e7a7aec9943ee,Will Conservative win the third most seats in the 2026 Colombian Chamber of Representatives election?,6.2,93.8
1,-1,manual_review,0.8729,11.85,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 82.2¢,KXHOUSEPOPVOTEMARGIN-27NOV03-B50,Will Republicans win the 2026 U.S. House of Representatives national popular vote? — Republicans win,6.0,95.0,0xd710b417877c52606a73e3a653680e67a64e3a658445e1ca17bff691df71f3ed,Will the Republican Party win the popular vote in the 2026 U.S. House of Representatives midterm elections by 6% or more?,17.849999999999998,82.15
0,-1,manual_review,0.8498,0.7,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.3¢,KXNHLPRES-26-MTL,Will the Montréal Canadiens win the Pro Hockey President's Trophy? — Montréal Canadiens,1.0,,0xec3f98a7b7236c55f2223af8f5327d4635ccf20b8764c0b1d2c192b3624c6f21,Will the Vancouver Canucks win the 2025–2026 NHL Presidents' Trophy?,1.7000000000000002,98.3
1,-1,manual_review_v2,0.9572,45.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 50.0¢,KXCBAGAME-26MAR110735SBWBED-SBW,Sichuan Blue Whales vs Beijing Ducks Winner? — Sichuan Blue Whales,5.0,96.0,0xa778186a3cf9deff9ea4158a6a338fac9528a12d3a2545b20f15836a7634c52a,Beijing Ducks vs. Sichuan Blue Whales,50.0,50.0
0,-1,manual_review_v2,0.8923,7.0,YES on Kalshi @ 50.0¢  +  NO on Polymarket @ 43.0¢,KXSUPERLIGGAME-26MAR09KAYTRA-TRA,Kayserispor vs Trabzonspor Winner? — Trabzonspor,50.0,51.0,0x6a0947723bd7a6ea7c2e29f12828f6f238e6d6a284c0588d1c86cb0bfc5b0bc0,Kayserispor vs. Trabzonspor: Both Teams to Score,56.99999999999999,43.0
0,-1,manual_review_v2,0.8648,45.1,NO on Kalshi @ 19.0¢  +  YES on Polymarket @ 35.9¢,KXBRBALLOT-26-FBOL,Will Flávio Bolsonaro be on the ballot in the next Brazilian presidential election? — Flávio Bolsonaro,88.0,19.0,0x1a01bf78f56a507fcb666d564d8c8b91b0750679163ed6e96746102c9b7d285d,Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,35.9,64.1
1,-1,manual_review_v2,0.8664,1.65,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 97.4¢,KXBTCD-26MAR0906-T63999.99,"Bitcoin price  on Mar 9, 2026? — $64,000 or above",,1.0,0xc167e08d43ad01e2451029262b504c4f615427e587d08898ee3a72e6643a8604,"Will the price of Bitcoin be above $64,000 on March 9?",97.35,2.65
1,-1,manual_review_v2,0.9501,15.15,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 2.9¢,KXPUTINZELENSKYYLOCATION-28-TUR,Will Putin and Zelenskyy meet next in Turkey? — Turkey,24.0,82.0,0x9af4aa93abfc53d756332ea0ddc4f65377bdd21ee7b979f0a5e5d4b4d3a164c4,Will Zelenskyy and Putin meet next in Turkey before 2027?,2.85,97.15
0,-1,manual_review_v2,0.8854,2.5,NO on Kalshi @ 92.0¢  +  YES on Polymarket @ 5.5¢,KXLEADERMLBWINS-26-TSKU,Will Tarik Skubal lead Pro Baseball in wins for the 2026 regular season? — Tarik Skubal,13.0,92.0,0x9cee715a77d453311433064493cb1634f7b382107f0a3888b800effc635fdd00,Will Tarik Skubal win MVP at the 2026 World Baseball Classic?,5.5,94.5
0,-1,manual_review_v2,0.9396,9.1,YES on Kalshi @ 79.0¢  +  NO on Polymarket @ 11.9¢,KXALBUMRELEASE-26-NIC,Will Nicki Minaj release a new album in 2026? — Nicki Minaj,79.0,27.0,0x8a1b8ba89dcc18b6c871d493854e41625ddb3f3197e61a879514f2b567c21fcb,Will Nicki Minaj release a new song in 2026?,88.1,11.9
1,-1,manual_review_v2,0.9378,14.5,YES on Kalshi @ 54.0¢  +  NO on Polymarket @ 31.5¢,KXCAGOVPRIMARY1ST-26JUN02-1ST-ESWA,Will Eric Swalwell finish 1st in the 2026 California Governor primary election? — Eric Swalwell,54.0,50.0,0x43dcd48e7e7f231c4aea4840b866ea661f22fb9b95ced8b1875f9a0a6f1d177e,Will Eric Swalwell advance from the 2026 California Governor primary election?,68.5,31.5
1,-1,manual_review_v2,0.9379,12.0,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 77.0¢,KXCAGOVPRIMARY1ST-26JUN02-1ST-TSTE,Will Tom Steyer finish 1st in the 2026 California Governor primary election? — Tom Steyer,11.0,96.0,0x9af5f84576108c73b2f5bc58290659dc329d42bc3355ee713a41678e1a0c69f7,Will Tom Steyer advance from the 2026 California Governor primary election?,23.0,77.0
1,-1,manual_review_v2,0.9338,21.5,YES on Kalshi @ 26.0¢  +  NO on Polymarket @ 52.5¢,KXCAGOVPRIMARY1ST-26JUN02-1ST-SHIL,Will Steve Hilton finish 1st in the 2026 California Governor primary election? — Steve Hilton,26.0,76.0,0x583a505658647660175c2e0aa70b4a460d8c34a6b3f46251ce5f9f46e9886c50,Will Steve Hilton advance from the 2026 California Governor primary election?,47.5,52.5
1,-1,manual,0.8665,3.5,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 59.5¢,KXNBAREB-26APR23CLETOR-CLEJALLEN31-10,Jarrett Allen: 10+ rebounds — Jarrett Allen: 10+,37.0,70.0,0x30cd37071ffdc12315a3147016044d3d491f8146d94526afce1bb8e10da3752f,Jarrett Allen: Rebounds O/U 8.5,40.5,59.5
1,-1,manual,0.8982,3.05,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 79.0¢,KXTXRSENRUNOFFMOV-26MAY26-KPAX-P12,"Will the margin of victory for Ken Paxton in the 2026 Texas Republican Senate runoff be between 10% and 15%? — Ken Paxton, 10-15%",18.0,85.0,0xfce5fb1312e1383038cbe594477429d920d6dfe4d1885da678ca511ed81ea6f1,Will Ken Paxton win the Texas Republican Senate Primary runoff by 9% or more?,21.05,78.95
0,-1,manual,0.9286,0.1,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.9¢,KXNY12D-26-CKAS,Will Cameron Kasky be the Democratic nominee for NY-12? — Cameron Kasky,1.0,,0x5fc9f424add456eb436005793d60d9959526dcaa52aded3f2084e4b68d6b0e0b,Will Cameron Kasky be the Democratic nominee for NY-10?,1.1,98.9
1,-1,manual,0.9043,8.0,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 55.0¢,KXNBAPTS-26APR23NYKATL-NYKMBRIDGES25-15,Mikal Bridges: 15+ points — Mikal Bridges: 15+,37.0,65.0,0x67e62c983bd44a6da9c771c783119ee9745f41d2d663b2d83f7b4e1c3e35a004,Mikal Bridges: Points O/U 12.5,45.0,55.00000000000001
0,-1,manual,0.8739,2.0,YES on Kalshi @ 27.0¢  +  NO on Polymarket @ 71.0¢,KXPRIMARYPLACE-MAYORLA26-2-KBAS,Will Karen Bass finish 2nd in the first round of the Los Angeles mayoral election? — Karen Bass,27.0,84.0,0x0c9ada12c527451fbdd43c0397a8a006b8aaf2a01567ae069d37220b51937595,Will Karen Bass win the 2026 Los Angeles mayoral election?,28.999999999999996,71.0
1,-1,manual,0.8837,1.0,NO on Kalshi @ 70.0¢  +  YES on Polymarket @ 29.0¢,KXNBAPTS-26APR23NYKATL-ATLJJOHNSON1-25,Jalen Johnson: 25+ points — Jalen Johnson: 25+,33.0,70.0,0x9114ae7a7f031533769fa7f650545fbfa985b1fa8cd19b1ef00e9ec88c4bf91b,Jalen Johnson: Points O/U 21.5,28.999999999999996,71.0
1,-1,manual,0.8577,2.0,YES on Kalshi @ 48.0¢  +  NO on Polymarket @ 50.0¢,KXNBAPTS-26APR24LALHOU-HOUKDURANT7-25,Kevin Durant: 25+ points — Kevin Durant: 25+,48.0,56.0,0xca60d5f46ef0af9037f00250e2059a151f662cb2809bf99029302381bbdbeac7,Kevin Durant: Points O/U 23.5,50.0,50.0
0,-1,manual,0.9071,33.0,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBTRIPLES-26-BWIT,Will Bobby Witt Jr. lead Pro Baseball in triples for the 2026 regular season? — Bobby Witt Jr.,16.0,91.0,0x2e692c553ec054418a3e48affbe2b36e2d75629aeefbbdca9a8c81d30b2808c4,Will Bobby Witt Jr. lead the MLB in doubles for the 2026 regular season?,49.0,51.0
0,-1,manual,0.8552,5.0,YES on Kalshi @ 41.0¢  +  NO on Polymarket @ 54.0¢,KXARGPREMDIVGAME-26APR23DYJBOC-BOC,Defensa y Justicia vs Boca Juniors Winner? — Boca Juniors,41.0,60.0,0x383ad321ce3b6bac53ae357d6ce4bad740180ceecc1ea4430ee33723054be0bb,CSyD Defensa y Justicia vs. CA Boca Juniors: Both Teams to Score,46.0,54.0
0,-1,manual,0.9005,44.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBRBI-26-BWIT,Will Bobby Witt Jr. lead Pro Baseball in RBIs for the 2026 regular season? — Bobby Witt Jr.,5.0,99.0,0x263e7f22fbd0acada20b2af62ca7dedfe62119b0a7438d05fe597792e0067fd3,Will Bobby Witt Jr. lead the MLB in runs for the 2026 regular season?,49.0,51.0
1,-1,manual,0.8732,0.75,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.2¢,GTA6-26JUL31,"WIll GTA6 be released by Jul 31, 2026? — Before August 2026",3.0,98.0,0xcccb7e7613a087c132b69cbf3a02bece3fdcb824c1da54ae79acc8d4a562d902,GTA VI released before June 2026?,1.25,98.75
0,-1,manual,0.8871,21.0,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBKS-26-TSKUBAL29,Will Tarik Skubal lead Pro Baseball in strikeouts for the 2026 regular season? — Tarik Skubal,28.0,76.0,0x3a6dbd7a7cca8a61ef0213852b423fea51f0bcf9462098ad5065f5e96ccfb8e7,Will Tarik Skubal lead the MLB in ERA for the 2026 regular season?,49.0,51.0
1,-1,manual,0.8569,30.0,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 63.0¢,KXLIGAMX-26CLA-TIG,Will Tigres win the Liga MX Clausura? — Tigres,7.0,98.0,0x36d90d231e379b1fb5356006a579832473112cf671959dbd1aa6f20c65c74a71,Will Tigres UANL win Liga MX?,37.0,63.0
0,-1,manual,0.9008,31.0,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBHITS-26-BWIT,Will Bobby Witt Jr. lead Pro Baseball in hits for the 2026 regular season? — Bobby Witt Jr.,18.0,89.0,0x263e7f22fbd0acada20b2af62ca7dedfe62119b0a7438d05fe597792e0067fd3,Will Bobby Witt Jr. lead the MLB in runs for the 2026 regular season?,49.0,51.0
0,-1,manual,0.9051,13.5,YES on Kalshi @ 33.0¢  +  NO on Polymarket @ 53.5¢,KXNFLDRAFTWR-26P4-OCOO,Will Omar Cooper Jr. be the 4th Wide Receiver drafted? — Omar Cooper Jr.,33.0,78.0,0xff0cd6cc2f9ee66194fc040ce2991021581b69f2e5d0869689845735a56f01a8,Will Omar Cooper Jr. be drafted 4th overall in the 2026 pro football draft?,46.5,53.5
0,-1,manual,0.9012,44.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBRBI-26-JRAM,Will José Ramírez lead Pro Baseball in RBIs for the 2026 regular season? — José Ramírez,5.0,99.0,0x7dc591f9aff23da76201273cc407a0af613408153e9655ae898d15b365306077,Will José Ramírez lead the MLB in runs for the 2026 regular season?,49.0,51.0
0,-1,manual,0.9254,6.65,YES on Kalshi @ 59.0¢  +  NO on Polymarket @ 34.4¢,KXALBUMRELEASE-26-SZA,Will SZA release a new album in 2026? — SZA,59.0,53.0,0x3aa9ce6efb84ec4602f1dd916478104037cf8570485e04eff998cb8e01eba67b,Will SZA release a new song in 2026?,65.64999999999999,34.35
1,-1,manual,0.881,3.5,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 79.5¢,KXRECOGPALESTINE-27-JAP,Who will recognize Palestine? — Japan,17.0,89.0,0x528fbd8194e1aa1f094589a02f18477b0edd7c4fb413140774a781d847972869,Will Japan recognize Palestine before 2027?,20.5,79.5
1,-1,manual,0.9315,32.5,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 62.5¢,KXLIGAMX-26CLA-CRA,Will Cruz Azul win the Liga MX Clausura? — Cruz Azul,5.0,98.0,0xabb43b06e7395ba64710440c817ba9a0d9f2e060bf79c3b852b758e0c68d0d0a,Will Cruz Azul win Liga MX?,37.5,62.5
1,-1,manual,0.9053,1.9,NO on Kalshi @ 97.0¢  +  YES on Polymarket @ 1.1¢,KXMOVNJ11SPECIAL-26APR16-AMEJ-P18,"Will the margin of victory for Analilia Mejia in the 2026 NJ-11 special election be between 16% and 20%? — Mejia, 16-20%",5.0,97.0,0x651cacba00dc50affa95cd3a3cb57fa9056b68c098ce1684a2588dfddd2264cc,Will Analilia Mejia win the NJ-11 Special Election by less than 20%Analilia Mejia,1.1,98.9
1,-1,manual,0.9251,32.0,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 55.0¢,KXLIGAMX-26CLA-PUM,Will Pumas UNAM win the Liga MX Clausura? — Pumas UNAM,13.0,89.0,0x48763eee044da3652a5e4e3185874fbbc97f41ec0b10c1eeff77b355b610380a,Will Pumas UNAM win Liga MX?,45.0,55.00000000000001
0,-1,manual,0.8331,2.5,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 47.5¢,KXVALORANTMAP-26APR241400VITBBL-1-VIT,Will Team Vitality win map 1 in the Team Vitality vs. BBL Esports match? — Team Vitality,61.0,50.0,0xc4a6f5dd3ca73ae96fb266a6d086c34ef98529e444ed9ffaf4d0bbf5a78d606a,Valorant: BBL Esports vs Team Vitality - Map 1 Winner,47.5,52.5
1,-1,manual,0.9003,2.75,NO on Kalshi @ 93.0¢  +  YES on Polymarket @ 4.2¢,KXNEXTSPEAKER-31-SSCA,Will Steve Scalise be the next Speaker of the House? — Steve Scalise,12.0,93.0,0xa8c1b9c6b0c81352ff0d2978ed25705961dff42be6feb1d2d8773b24b0152190,Will Steve Scalise be the first Speaker of the House after the 2026 midterms?,4.25,95.75
0,-1,manual,0.9089,31.0,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 51.0¢,KXLEADERMLBRBI-26-SOHT,Will Shohei Ohtani lead Pro Baseball in RBIs for the 2026 regular season? — Shohei Ohtani,18.0,85.0,0xf7c284a338a93a3427db8fcc649ad730a49bb3baf692aaf2022687213228835f,Will Shohei Ohtani lead the MLB in ERA for the 2026 regular season?,49.0,51.0
0,-1,manual,0.8643,1.5,YES on Kalshi @ 91.0¢  +  NO on Polymarket @ 7.5¢,KXNHLSERIESSPREAD-26LACOLR1-COL3,Will Colorado Avalanche cover -2.5 games in the Los Angeles Kings vs Colorado Avalanche 1st Round series in the 2026 NHL playoffs? — Colorado Avalanche -2.5 games,91.0,25.0,0x2dbc13abeabd53abb336afa2847e362005aca52f85915d2e56cee0d3015cda03,Will Colorado Avalanche advance to Round 2 of the 2026 NHL Playoffs?,92.5,7.5
