similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no,pred_label,pred_label_name,pred_prob_0,pred_prob_1,pred_prob_2
0.8571,0.6,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.4¢,KXFOWOMEN-26-OSA,Will Naomi Osaka win the French Open? — Naomi Osaka,1.0,,0xd3e767027bdd1fea5796fd96b7b805e31e1ca51a715d69deb0ec8f88dfb1e04b,Will Naomi Osaka win the 2026 Women’s US Open?,1.6,98.4,2,true_match,0.1806,0.2115,0.6079
0.8549,0.6,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.4¢,KXMARMAD-26-KU,Will Kansas win the College Basketball National Championship? — Kansas,3.0,98.0,0x03d8e06bb1719357b744109854015d21985936a8492817b45dc43050d968d183,Will Kansas win the 2026 NCAA Tournament?,1.4,98.6,2,true_match,0.1542,0.1032,0.7426
0.8258,0.6,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 90.4¢,KXNBASOUTHEAST-25-ATL,Will Atlanta win the Pro Basketball Southeast Division Winner? — Atlanta,9.0,92.0,0xeadca300f9565a5836e4e09b22c547a2e4dfa9ef53edf0fdfa9ca5795316c14d,Will the Atlanta Hawks win the 2025–2026 NBA Southeast Division?,9.6,90.4,2,true_match,0.2654,0.2399,0.4947
0.8242,0.6,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 91.4¢,KXNHLWEST-26-UTA,Western Conference Finals Winner? — Utah Mammoth,8.0,96.0,0xce99006b01a141637a4489cef460911265019bcfd3e9a6c3d0c954491ecbe4ac,Will the Utah Mammoth win the Western Conference?,8.6,91.4,2,true_match,0.0222,0.039,0.9388
0.9637,0.55,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXNHLPACIFIC-26-SJ,Will San Jose Sharks win the NHL Pacific Division? — San Jose Sharks,3.0,98.0,0x61ddff37d838fede39ab23e1ab79205bf40f948536852d682326ab9fc90275b8,Will the San Jose Sharks win the Pacific Division?,1.4500000000000002,98.55,2,true_match,0.0035,0.0106,0.9859
0.9456,0.55,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 95.5¢,KXPGATOUR-MAST26-LABE,Will Ludvig Aberg win the Masters Tournament? — Ludvig Aberg,4.0,97.0,0x83d434951c9b792f27b0e4861e773c286132ca0803dc7a211c564d2b1e16410d,Will Ludvig Aberg win the 2026 Masters tournament?,4.55,95.45,2,true_match,0.0018,0.0072,0.991
0.9455,0.55,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.5¢,KXSENATEMAD-26-APRE,Wil Ayanna Pressley be the Democratic nominee for the Senate in Massachusetts? — Ayanna Pressley,1.0,,0x428a1da851b599534d28bceb09545bc304085d6986be9b32f3e95a6114253f9a,Will Ayanna Pressley be the Democratic nominee for Senate in Massachusetts?,1.55,98.45,2,true_match,0.0053,0.0309,0.9638
0.9378,0.55,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 95.5¢,KXHOUSERACE-CA01-26-R,Will Republican win the House race for CA-01? — Republican party,4.0,,0x9fe728892ee2e64aebd74bed9faaff0a5c578405abff844bc0a61393178c98e7,Will the Republican Party win the CA-01 House seat?,4.55,95.45,2,true_match,0.0069,0.0105,0.9826
0.9289,0.55,NO on Kalshi @ 97.0¢  +  YES on Polymarket @ 2.5¢,KXPRESNOMD-28-MK,Will Mark Kelly be the Democratic Presidential nominee in 2028? — Mark Kelly,4.0,97.0,0x36db77c539bcc8c7bf0686c1b99f30c5a5eed1f53d3b3a27a071550c81f83701,Will Mark Kelly win the 2028 Democratic presidential nomination?,2.45,97.55,2,true_match,0.008,0.0158,0.9763
0.9263,0.55,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 95.5¢,KXPA3D-26-DOXM,Wil David Oxman be the Democratic nominee for PA-3? — David Oxman,4.0,,0x9b94d1a0adb0df83276968f5bc772cb6de5ed50b2e2c8babdcca4defeb7160ce,Will David Oxman be the Democratic nominee for PA-03?,4.55,95.45,2,true_match,0.01,0.0306,0.9594
0.9251,0.55,NO on Kalshi @ 91.0¢  +  YES on Polymarket @ 8.5¢,KXFOWOMEN-26-RYB,Will Elena Rybakina win the French Open? — Elena Rybakina,10.0,91.0,0xc8e467fbf7e96bd9bdf64ced89bbc8f6ad0ecf2c78391ee8e778b6f6e6194ee7,Will Elena Rybakina win the 2026 Women’s French Open?,8.450000000000001,91.55,2,true_match,0.0038,0.0222,0.974
0.9237,0.55,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.5¢,KXNHLPRES-26-PIT,Will the Pittsburgh Penguins win the Pro Hockey President's Trophy? — Pittsburgh Penguins,1.0,,0x4415b3a6b6aeff7668bd1ea0d3083e1526497462922974f6b97f55d25e546842,Will the Pittsburgh Penguins win the 2025–2026 NHL Presidents' Trophy?,1.55,98.45,2,true_match,0.1111,0.1459,0.743
0.9135,0.55,NO on Kalshi @ 8.0¢  +  YES on Polymarket @ 91.5¢,KXOSCARVIS-26-AVA,Will Avatar: Fire and Ash win Best Visual Effects at the Oscars? — Avatar: Fire and Ash,93.0,8.0,0x1bcfbf3799c5df7b055e8305f8b50c91de33802fd6990be4ebff4046a1330acb,Will Avatar: Fire and Ash win Best Visual Effects at the 98th Academy Awards?,91.45,8.55,2,true_match,0.0207,0.1953,0.784
0.9115,0.55,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 93.5¢,KXSENATESCD-26-KFRE,Wil Kyle Freeman be the Democratic nominee for the Senate in South Carolina? — Kyle Freeman,6.0,98.0,0xca360f44c8bb880f8e57ec808f867e50e054f872fad4d6df56b90391685f0bed,Will Kyle Freeman be the Democratic nominee for Senate in North Carolina?,6.550000000000001,93.45,2,true_match,0.0038,0.015,0.9811
0.9114,0.55,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXOSCARCOSTUME-26-HAM,Will Hamnet win Best Costume Design at the Oscars? — Hamnet,3.0,98.0,0xdf0e04194ff7f25807465101e29d7d476bb9cbf7e56e950d2693cedf4787599f,Will Hamnet win Best Costume Design at the 98th Academy Awards?,1.4500000000000002,98.55,2,true_match,0.0195,0.0443,0.9361
0.8995,0.55,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXOSCARPROD-26-HAM,Will Hamnet win Best Production Design at the Oscars? — Hamnet,3.0,98.0,0x1d2536f04673ae42933ba1a9bd47920466ebf2c8327caaddddd85cecfbb7046a,Will Hamnet win Best Production Design at the 98th Academy Awards?,1.4500000000000002,98.55,2,true_match,0.0209,0.0456,0.9335
0.8922,0.55,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 97.5¢,KXMLBALCY-26-GCOL,Will Gerrit Cole win AL Cy Young? — Gerrit Cole,2.0,,0x1d3e66407949b801dd09416ac0b9e0c04c4f3732a6267be62353ac653de392ef,Will Gerrit Cole win the 2026 AL Cy Young Award?,2.55,97.45,2,true_match,0.0144,0.0214,0.9642
0.8769,0.55,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 83.5¢,KXMARMAD-26-FLA,Will Florida win the College Basketball National Championship? — Florida,16.0,85.0,0x31b5352009064b57797bc107293dde6772386152e719d9d616870962364af790,Will Florida win the 2026 NCAA Tournament?,16.55,83.45,2,true_match,0.0527,0.0886,0.8587
0.858,0.55,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXNBAEAST-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Eastern Conference Championship? — Philadelphia,3.0,98.0,0x9954b4eef49a268b810bc260ee9278361e29a8f6f4ad816a804dd613ef73a968,Will the Philadelphia 76ers win the NBA Eastern Conference Finals?,1.4500000000000002,98.55,2,true_match,0.1851,0.1522,0.6627
0.8493,0.55,NO on Kalshi @ 97.0¢  +  YES on Polymarket @ 2.5¢,KXNFLDRAFTPICK-26-2-SSTY,Who will be picked second in the Pro Football Draft? — Sonny Styles,4.0,97.0,0x6c04bba742b0f22f9b88b9c8ebce371c14d623a0ed7d93a3251d3efa1d051a7f,Will Sonny Styles be the second pick in the 2026 NFL draft?,2.45,97.55,2,true_match,0.0395,0.0742,0.8863
0.9838,0.5,NO on Kalshi @ 2.0¢  +  YES on Polymarket @ 97.5¢,KXEPLRELEGATION-26-BUR,Will Burnley be Relegated from English Premier League in 2025-26 Season? — Burnley,99.0,2.0,0x452e20d1071741f6895759aa298380fbb7fecb46fd10c20c4e2b13d86fbb67c6,Will Burnley be relegated from the English Premier League after the 2025–26 season?,97.5,2.5,2,true_match,0.0359,0.4768,0.4873
0.9825,0.5,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 17.5¢,KXALIENS-27,Will the U.S. confirm that aliens exist before 2027? — Before 2027,19.0,82.0,0x747dc809fb79e1b05be09c42d6179459a58de2ef3e40f02484a4e1260f741f75,Will the US confirm that aliens exist before 2027?,17.5,82.5,2,true_match,0.0017,0.0837,0.9146
0.981,0.5,NO on Kalshi @ 90.0¢  +  YES on Polymarket @ 9.5¢,KXSEOULMAYOR-26JUN03-OSEH,Will Oh Se-hoon win the 2026 Seoul mayoral election? — Oh Se-hoon,16.0,90.0,0xc587bda904f031a973ad3cb57128ca011bfab0f45e6cb3734ed2227c4d4be419,Will Oh Se-hoon win the 2026 Seoul Mayoral Election,9.5,90.5,2,true_match,0.0032,0.016,0.9807
0.9755,0.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 96.5¢,KXVA2D-26-NDEV,Will Nila Devanath be the Democratic nominee for VA-02? — Nila Devanath,3.0,98.0,0xa1ce17164121ccacfd343ce0cb8e040b271c2c03cb3da317704f9af0a8646025,Will Nila Devanath be the Democratic nominee for VA-02?,3.5000000000000004,96.5,2,true_match,0.0045,0.0164,0.979
0.9753,0.5,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 71.5¢,KXME02D-26-JWOO,Will Jordan Wood be the Democratic nominee for ME-02? — Jordan Wood,28.0,78.0,0xd35e2b189a895c0a4dc9e2884a2cafaec0cadaefc08be06502e13eb0950e49ab,Will Jordan Wood be the Democratic nominee for ME-02?,28.499999999999996,71.5,2,true_match,0.001,0.0117,0.9872
0.9731,0.5,YES on Kalshi @ 66.0¢  +  NO on Polymarket @ 33.5¢,KXMO01D-26-WBEL,Will Wesley Bell be the Democratic nominee for MO-01? — Wesley Bell,66.0,38.0,0x0d62a8571af67005063a9182c72ede090f29f6e82d8680d61060d9756b49140f,Will Wesley Bell be the Democratic nominee for MO-01?,66.5,33.5,2,true_match,0.0024,0.0261,0.9714
0.9705,0.5,NO on Kalshi @ 58.0¢  +  YES on Polymarket @ 41.5¢,KXMI13D-26-DMCK,Will Donavan McKinney be the Democratic nominee for MI-13? — Donavan McKinney,43.0,58.0,0x2cfbd8aabc3519021dc16ab0c7e0f42b0fdac191e64bcc3c42c2319c4c0117f3,Will Donavan McKinney be the Democratic Nominee for MI-13?,41.5,58.5,2,true_match,0.001,0.0174,0.9815
0.9702,0.5,NO on Kalshi @ 72.0¢  +  YES on Polymarket @ 27.5¢,KXOH9R-26-MSHE,Will Madison Sheahan be the Republican nominee for OH-09? — Madison Sheahan,34.0,72.0,0xd423a5d9202016fba92b69fcc65e64b652f7bd0a3ff90a467a3b9981c1ba40bf,Will Madison Sheahan be the Republican nominee for OH-09?,27.500000000000004,72.5,2,true_match,0.001,0.0111,0.9879
0.9669,0.5,NO on Kalshi @ 84.0¢  +  YES on Polymarket @ 15.5¢,KXNY15D-26-MBLA,Will Michael Blake be the Democratic nominee for NY-15? — Michael Blake,24.0,84.0,0x1522a8bc6e0edaec715b93b1bb35558ff56906ede6bcbe55282267a8a167fa64,Will Michael Blake be the Democratic nominee for NY-15?,15.5,84.5,2,true_match,0.0012,0.0196,0.9792
0.9611,0.5,NO on Kalshi @ 16.0¢  +  YES on Polymarket @ 83.5¢,KXMSPRIMARY-02R26-KWIL,Will Kevin Wilson be the Republican nominee for MS-02? — Kevin Wilson,87.0,16.0,0x1199f9d472be2291f708580043017d1a91539b9e4d2eb8dbcda5ee7de6a90890,Will Kevin Wilson be the Republican Nominee for MS-02?,83.5,16.5,2,true_match,0.0039,0.0672,0.9289
0.961,0.5,YES on Kalshi @ 55.0¢  +  NO on Polymarket @ 44.5¢,KXOAIANTH-40-OAI,Will OpenAI or Anthropic IPO first? — OpenAI,55.0,48.0,0xc289a877bc155123069739b21d690b3e8dc220b98f6ae3924468bbcbdfaf98dc,Will Anthropic or OpenAI IPO first?,55.50000000000001,44.5,2,true_match,0.002,0.0309,0.9671
0.9568,0.5,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 25.5¢,KXABRAHAMSA-27-JAN01,"Will Israel and Saudi Arabia normalize relations before Jan 1, 2027? — Saudi Arabia",29.0,74.0,0x95783b62c693ea42d8613482a625828fc14a288e8e8440b974c54d42f4ffd04b,Israel and Saudi Arabia normalize relations before 2027?,25.5,74.5,2,true_match,0.0044,0.2361,0.7595
0.9548,0.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 88.5¢,KXGOVFLNOMR-26-JFIS,Wil James Fishback be the Republican nominee for Governor in Florida? — James Fishback,11.0,90.0,0xd8b94a79241263ba30e9cd7f58e88bf2a9013ce2ccdce73606916b2f53033466,Will James Fishback be the Republican nominee for Florida Governor?,11.5,88.5,2,true_match,0.0017,0.0324,0.9659
0.9524,0.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 93.5¢,KXHOUSERACE-VA08-26-R,Will Republican win the House race for VA-08? — Republican party,6.0,,0xd663cdcbea57ef63e43e350192b1c2b24fe681a016a9d41fe619fd93ee7588e9,Will the Republican Party win the VA-08 House seat?,6.5,93.5,2,true_match,0.0051,0.008,0.9869
0.9516,0.5,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 97.5¢,KXSENATECOD-26-NMIN,Wil Nichole Miner be the Democratic nominee for the Senate in Colorado? — Nichole Miner,2.0,,0x51465d08d5783a769753096eb2775ab1d341f5ab5c9301bb8e9af379da3b8da7,Will Nichole Miner be the Democratic nominee for Senate in Colorado?,2.5,97.5,2,true_match,0.0052,0.0296,0.9652
0.9513,0.5,YES on Kalshi @ 58.0¢  +  NO on Polymarket @ 41.5¢,KXSENATEALD-26-KSWE,Wil Kyle Sweetser be the Democratic nominee for the Senate in Alabama? — Kyle Sweetser,58.0,46.0,0xa4eed684bdfa42fef3fa9e11bf11666c1eea4cbfb11ab7951ec49891341619c9,Will Kyle Sweetser be the Democratic nominee for Senate in Alabama?,58.5,41.5,2,true_match,0.002,0.0278,0.9702
0.9503,0.5,NO on Kalshi @ 9.0¢  +  YES on Polymarket @ 90.5¢,KXHOUSERACE-VA09-26-R,Will Republican win the House race for VA-09? — Republican party,98.0,9.0,0xe2832812b4cb694d79411fb6f9e05ca88f68659f924fc1fe5dbf1178aaa93085,Will the Republican Party win the VA-09 House seat?,90.5,9.5,2,true_match,0.0064,0.0248,0.9688
0.9503,0.5,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 14.5¢,KXVISITVENEZUELA-26MAY01-MRUBN,"Will Marco Rubio visit Venezuela before May 1, 2026? — Marco Rubio",16.0,85.0,0x364b2addcd3df6e0484011b6f10afd75b8a624249c756fe7a47b4b0ab90e22a9,"Will Marco Rubio visit Venezuela by March 31, 2026?",14.499999999999998,85.5,2,true_match,0.0118,0.2394,0.7488
0.95,0.5,NO on Kalshi @ 28.0¢  +  YES on Polymarket @ 71.5¢,KXSENATEWVD-26-JKES,Will Jeff Kessler be the Democratic nominee for the Senate in West Virginia? — Jeff Kessler,78.0,28.0,0x480bfbf8e0409933c542bdc1487fd3602c17d55bfb74e70e70ba618719d2268c,Will Jeffrey Kessler be the Democratic nominee for Senate in West Virginia?,71.5,28.499999999999996,2,true_match,0.0025,0.0314,0.9661
0.95,0.5,NO on Kalshi @ 76.0¢  +  YES on Polymarket @ 23.5¢,KXSENATEMED-26-JM,Wil Janet Mills be the Democratic nominee for the Senate in Maine? — Janet Mills,25.0,76.0,0x690d504367efdec61936e7dc1c572c1598281f3e91d30d3b6148f3f1f48642d5,Will Janet Mills be the Democratic nominee for Senate in Maine?,23.5,76.5,2,true_match,0.001,0.0147,0.9842
0.9495,0.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.5¢,KXSENATEMND-26-DWEL,Wil David Wellstone be the Democratic nominee for the Senate in Minnesota? — David Wellstone,1.0,,0x34716e6410ff6f1b1af01c0e6ce0b7cffb182b5e1c855b3a6e5ccb09e8135626,Will David Wellstone be the Democratic nominee for Senate in Minnesota?,1.5,98.5,2,true_match,0.0054,0.0307,0.9639
0.9494,0.5,NO on Kalshi @ 68.0¢  +  YES on Polymarket @ 31.5¢,KXTRUMPUFC-UFC327,Will Donald Trump attend UFC 327? — UFC 327,37.0,68.0,0xdb5575ec802ffce759c8f24f714740c9881ab9d8c99882b0a553cb2188f42e65,Will Trump attend UFC 327?,31.5,68.5,2,true_match,0.0023,0.0674,0.9303
0.9481,0.5,NO on Kalshi @ 12.0¢  +  YES on Polymarket @ 87.5¢,KXHOUSERACE-TX36-26-R,Will Republican win the House race for TX-36? — Republican party,95.0,12.0,0x22e046cc65466c2b0f99541d51c098bb5e66fa3847eaa67de9801b26c03007e8,Will the Republican Party win the TX-36 House seat?,87.5,12.5,2,true_match,0.0067,0.0389,0.9543
0.9477,0.5,NO on Kalshi @ 17.0¢  +  YES on Polymarket @ 82.5¢,KXHOUSERACE-TN05-26-R,Will Republican win the House race for TN-05? — Republican party,88.0,17.0,0x10df01d12eeb1e7491b91a29cf3711de1b9baf3a1ccfc48610d2c3ac40fadf18,Will the Republican Party win the TN-05 House seat?,82.5,17.5,2,true_match,0.0056,0.0368,0.9576
0.9474,0.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 93.5¢,HOUSECA41-26-R,Will Republican win the House race for CA-41? — Republican party,6.0,,0x639d6b36ffcab1d0401917baeec4a36a675c33054298a5a0cb9f8f7dcbe1a40d,Will the Republican Party win the CA-41 House seat?,6.5,93.5,2,true_match,0.0082,0.0163,0.9755
0.9471,0.5,YES on Kalshi @ 81.0¢  +  NO on Polymarket @ 18.5¢,KXHOUSERACE-TX24-26-R,Will Republican win the House race for TX-24? — Republican party,81.0,25.0,0x3cfd7ef787298e4814dc4218f590a8b306d7de21377e261c5cd779056818adca,Will the Republican Party win the TX-24 House seat?,81.5,18.5,2,true_match,0.0028,0.0242,0.973
0.9471,0.5,YES on Kalshi @ 21.0¢  +  NO on Polymarket @ 78.5¢,HOUSEPA10-26-R,Will Republican win the House race for PA-10? — Republican party,21.0,85.0,0xa33cf18dc8a3f0f8550fcb3f68a7b4272f40709419029ac6e589d82f30bb3273,Will the Republican Party win the PA-10 House seat?,21.5,78.5,2,true_match,0.0013,0.011,0.9877
0.947,0.5,NO on Kalshi @ 35.0¢  +  YES on Polymarket @ 64.5¢,KXHOUSETX9-26-R,Will Republican win the House race for TX-09? — Republican party,70.0,35.0,0xf2f8fe98ed981d087711861d69e68ec9161263e48ab8dfeda27c9ca8f0a52cfe,Will the Republican Party win the TX-09 House seat?,64.5,35.5,2,true_match,0.0027,0.0191,0.9783
0.947,0.5,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 92.5¢,KXHOUSERACE-IL13-26-R,Will Republican win the House race for IL-13? — Republican party,7.0,,0x847d5eabec0abd5295c67c8af2a30b3a02a3e0236fb7b95dd15a1134a620c60e,Will the Republican Party win the IL-13 House seat?,7.5,92.5,2,true_match,0.0063,0.0133,0.9804
0.947,0.5,YES on Kalshi @ 15.0¢  +  NO on Polymarket @ 84.5¢,KXSENATELAR-26-BCAS,Wil Bill Cassidy be the Republican nominee for the Senate in Louisiana? — Bill Cassidy,15.0,87.0,0x850dcf3f4eb3cab5fcf014de53c89f6139965b0ed6a91a25194b91ed3d078fc2,Will Bill Cassidy be the republican nominee for Senate in Louisiana?,15.5,84.5,2,true_match,0.001,0.0237,0.9752
0.9468,0.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 88.5¢,KXHOUSERACE-FL20-26-R,Will Republican win the House race for FL-20? — Republican party,11.0,95.0,0xe02ffe6df74ded9639a079a075046a2e7b84fc47ec809f2627304cd60763380e,Will the Republican Party win the FL-20 House seat?,11.5,88.5,2,true_match,0.0023,0.0075,0.9902
0.9468,0.5,NO on Kalshi @ 4.0¢  +  YES on Polymarket @ 95.5¢,KXSENATEOHSD-26-SB,Wil Sherrod Brown be the Democratic nominee for the Senate in Ohio? — Sherrod Brown,97.0,4.0,0x190b4ecbbbdad53110817ba3666e6b5dd735737e0b7b19acebb8e102f7867d68,Will Sherrod Brown be the Democratic nominee for Senate in Ohio?,95.5,4.5,2,true_match,0.0055,0.0644,0.9301
0.946,0.5,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 19.5¢,KXLEADERNBA3PT-26-KKNU,Will Kon Knueppel lead Pro Basketball in Three Pointers Made Per Game for the 2025-26 Regular Season? — Kon Knueppel,58.0,80.0,0xdad50f11cb388419a373606a5e3186fd40af236a29e52ac2d82d8eceecf1bdd1,Will Kon Knueppel lead the NBA in three pointers made during the 2025–26 NBA season?,19.5,80.5,2,true_match,0.0156,0.3629,0.6215
0.9451,0.5,NO on Kalshi @ 9.0¢  +  YES on Polymarket @ 90.5¢,KXHOUSERACE-KY01-26-R,Will Republican win the House race for KY-01? — Republican party,98.0,9.0,0x36a21174cd64c5b2d202d5ce7a8345f65e7064adbac48c09dff21c5417cd969f,Will the Republican Party win the KY-01 House seat?,90.5,9.5,2,true_match,0.0064,0.0248,0.9688
0.9443,0.5,NO on Kalshi @ 52.0¢  +  YES on Polymarket @ 47.5¢,KXHOUSERACE-VA06-26-D,Will Democratic win the House race for VA-06? — Democratic party,51.0,52.0,0x3a1ed604e5d128ea2deb23db1e6f2f1cd9cff31c9e8836ff1b2c840dcd0724ac,Will the Democratic Party win the VA-06 House seat?,47.5,52.5,2,true_match,0.0019,0.0063,0.9918
0.9439,0.5,NO on Kalshi @ 29.0¢  +  YES on Polymarket @ 70.5¢,KXFEDMENTION-26MAR-BALA,Will Powell say Balance Sheet at his Mar 2026 press conference? — Balance Sheet,73.0,29.0,0xa0ceed25c2c2555b6c99e7db7b21da82130d80f5452f114019f6ef0fc8b48bd6,"Will Powell say ""Balance Sheet"" during March press conference?",70.5,29.5,2,true_match,0.016,0.1721,0.8119
0.9439,0.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 93.5¢,HOUSECA47-26-R,Will Republican win the House race for CA-47? — Republican party,6.0,,0x04b39068c9955799b2f53f872a7e2e4d260636c3e4c42074e5e726e0da25ac06,Will the Republican Party win the CA-47 House seat?,6.5,93.5,2,true_match,0.0082,0.0163,0.9755
0.9434,0.5,NO on Kalshi @ 87.0¢  +  YES on Polymarket @ 12.5¢,HOUSECA13-26-R,Will Republican win the House race for CA-13? — Republican party,19.0,87.0,0x1df56873c9504fb7d14aa1a97be841679ae61f979b3630aa4865ffea0326fdc6,Will the Republican Party win the CA-13 House seat?,12.5,87.5,2,true_match,0.0053,0.0139,0.9808
0.943,0.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 92.5¢,KXHOUSERACE-AL03-26-R,Will Republican win the House race for AL-03? — Republican party,,7.0,0x1b3ae1da4a1715ab44dd02e4ffc69b2433404520240e3a6f302038a5af8556a4,Will the Republican Party win the AL-03 House seat?,92.5,7.5,2,true_match,0.0061,0.0633,0.9306
0.9428,0.5,NO on Kalshi @ 13.0¢  +  YES on Polymarket @ 86.5¢,KXHOUSERACE-AR02-26-R,Will Republican win the House race for AR-02? — Republican party,94.0,13.0,0x2c3932e61938a4878fd60fbd1c3528a11f972ce8ec25bf8d33270490a1e6dfc0,Will the Republican Party win the AR-02 House seat?,86.5,13.5,2,true_match,0.0087,0.053,0.9383
0.9426,0.5,NO on Kalshi @ 20.0¢  +  YES on Polymarket @ 79.5¢,KXSENATEMND-26-PFLA,Wil Peggy Flanagan be the Democratic nominee for the Senate in Minnesota? — Peggy Flanagan,83.0,20.0,0x125d64e41a8b3225d81e84ec1fbeb58b1d8091fa9d54a9f500e01a00586baf9a,Will Peggy Flanagan be the Democratic nominee for Senate in Minnesota?,79.5,20.5,2,true_match,0.0031,0.0532,0.9436
0.9423,0.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 92.5¢,KXHOUSERACE-AL01-26-R,Will Republican win the House race for AL-01? — Republican party,,7.0,0x91e88209bdc4e9587877f43780536b470a5a63992a85083ae2ba7eeebfe8063c,Will the Republican Party win the AL-01 House seat?,92.5,7.5,2,true_match,0.0061,0.0633,0.9306
0.942,0.5,NO on Kalshi @ 6.0¢  +  YES on Polymarket @ 93.5¢,KXHOUSERACE-MS03-26-R,Will Republican win the House race for MS-03? — Republican party,95.0,6.0,0x192afc2a7787609e0a825a451c73cc0666ba378bacfcedf6fc84400a219e02b7,Will the Republican Party win the MS-03 House seat?,93.5,6.5,2,true_match,0.0064,0.0248,0.9688
0.9417,0.5,NO on Kalshi @ 43.0¢  +  YES on Polymarket @ 56.5¢,HOUSENY17-26-D,Will Democratic win the House race for NY-17? — Democratic party,61.0,43.0,0x9735676a9c6bc3ee63496bfbe27c5f222d02463c41aa7f7a4e3b645f79cfa29c,Will the Democratic Party win the NY-17 House seat?,56.49999999999999,43.5,2,true_match,0.0022,0.0168,0.981
0.941,0.5,NO on Kalshi @ 19.0¢  +  YES on Polymarket @ 80.5¢,KXHOUSERACE-NE01-26-R,Will Republican win the House race for NE-01? — Republican party,88.0,19.0,0xe7214b503451ad8d8e4cd2771eeea83ed3c68b42726288d4285b5cd04c077328,Will the Republican Party win the NE-01 House seat?,80.5,19.5,2,true_match,0.0056,0.0359,0.9585
0.9404,0.5,NO on Kalshi @ 16.0¢  +  YES on Polymarket @ 83.5¢,KXHOUSERACE-OH08-26-R,Will Republican win the House race for OH-08? — Republican party,91.0,16.0,0x401a9cb4d9304eaf9a453567e7e4d91071ce9cc6e6d76e0a8116accde902938b,Will the Republican Party win the OH-08 House seat?,83.5,16.5,2,true_match,0.0067,0.0389,0.9545
0.9402,0.5,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.5¢,KXPRESNOMD-28-REMA,Will Rahm Emanuel be the Democratic Presidential nominee in 2028? — Rahm Emanuel,3.0,98.0,0x3dc47a72ac6bb265e9cefebd2a2eeed00966394cb2d07245b5c94138b60e82a3,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,1.5,98.5,2,true_match,0.0086,0.0135,0.9779
0.9393,0.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.5¢,KXSENATEMND-26-IOMA,Wil Ilhan Omar be the Democratic nominee for the Senate in Minnesota? — Ilhan Omar,1.0,,0x9340c7ff30ef563b6ed07ff4d45982157b930f3b068ca5d6bb1a07d5c91d43b9,Will Ilhan Omar be the Democratic nominee for Senate in Minnesota?,1.5,98.5,2,true_match,0.0057,0.0306,0.9637
0.9393,0.5,YES on Kalshi @ 81.0¢  +  NO on Polymarket @ 18.5¢,KXHOUSERACE-VA05-26-D,Will Democratic win the House race for VA-05? — Democratic party,81.0,24.0,0xcef8e45eaf09b568ff3e7672dc656707792900b4ba2f0ffaf6b0388819b0dab8,Will the Democratic Party win the VA-05 House seat?,81.5,18.5,2,true_match,0.0028,0.0242,0.973
0.9384,0.5,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 82.5¢,HOUSEOH13-26-R,Will Republican win the House race for OH-13? — Republican party,17.0,89.0,0x484b9d64f4b8c3b00a8f455bfac9b84d889236ec419edc636c0e50ad33b2c3dd,Will the Republican Party win the OH-13 House seat?,17.5,82.5,2,true_match,0.0017,0.0122,0.9861
